"THREAD_ID","EVENT_ID","END_EVENT_ID","EVENT_NAME","SOURCE","TIMER_START","TIMER_END","TIMER_WAIT","LOCK_TIME","SQL_TEXT","DIGEST","DIGEST_TEXT","CURRENT_SCHEMA","OBJECT_TYPE","OBJECT_SCHEMA","OBJECT_NAME","OBJECT_INSTANCE_BEGIN","MYSQL_ERRNO","RETURNED_SQLSTATE","MESSAGE_TEXT","ERRORS","WARNINGS","ROWS_AFFECTED","ROWS_SENT","ROWS_EXAMINED","CREATED_TMP_DISK_TABLES","CREATED_TMP_TABLES","SELECT_FULL_JOIN","SELECT_FULL_RANGE_JOIN","SELECT_RANGE","SELECT_RANGE_CHECK","SELECT_SCAN","SORT_MERGE_PASSES","SORT_RANGE","SORT_ROWS","SORT_SCAN","NO_INDEX_USED","NO_GOOD_INDEX_USED","NESTING_EVENT_ID","NESTING_EVENT_TYPE","NESTING_EVENT_LEVEL"
40,9,9,statement/sql/select,"",4610710823711000,4610711914694000,1090983000,248000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
42,9,9,statement/sql/select,"",4610710821285000,4610712167426000,1346141000,284000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
41,9,9,statement/sql/select,"",4610710827627000,4610712337491000,1509864000,366000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
44,9,9,statement/sql/select,"",4610710825539000,4610712354525000,1528986000,393000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
43,9,9,statement/sql/select,"",4610710828246000,4610712363556000,1535310000,363000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
39,9,9,statement/sql/select,"",4610710828493000,4610712364695000,1536202000,367000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
42,19,19,statement/sql/select,"",4610746252866000,4610747071794000,818928000,133000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
42,29,29,statement/sql/select,"",4610847634934000,4610848442074000,807140000,136000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
42,39,39,statement/sql/select,"",4610946910513000,4610947486149000,575636000,134000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
42,49,49,statement/sql/select,"",4611044999152000,4611045826359000,827207000,137000000,"SELECT TR_CodirectorTutorAutorExterno.IdExterno 
FROM TR_CodirectorTutorAutorExterno , TP_Externos 
WHERE TR_CodirectorTutorAutorExterno.IdProyecto = 'PG441' 
AND TR_CodirectorTutorAutorExterno.IdExterno = TP_Externos.IdExterno 
AND TR_CodirectorTutorAutorExterno.IdExterno = 'XE112' 
AND TR_CodirectorTutorAutorExterno.Tipo = 'Autor'",dad28a851a32259cc137b504b577ce41,"SELECT `TR_CodirectorTutorAutorExterno` . `IdExterno` FROM `TR_CodirectorTutorAutorExterno` , `TP_Externos` WHERE `TR_CodirectorTutorAutorExterno` . `IdProyecto` = ? AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = `TP_Externos` . `IdExterno` AND `TR_CodirectorTutorAutorExterno` . `IdExterno` = ? AND `TR_CodirectorTutorAutorExterno` . `Tipo` = ? ",diamante,,,,,0,,,0,0,0,1,287,0,0,0,0,0,0,1,0,0,0,0,1,0,,,0
